,State,Electoral_Votes,Winner,Total_Vote_Count,Trump_Vote_Count,Biden_Vote_Count,Trump_Vote_Percent,Biden_Vote_Percent
34,Ohio,17,Trump,4708767,2446920,2091374,51.965,44.414
35,Oklahoma,7,Trump,1547645,1011626,472068,65.366,30.502
36,Oregon,8,Biden,2062950,813183,1148967,39.418,55.695
37,Pennsylvania,19,Trump,5604954,2790616,2603933,49.788,46.458
38,Rhode Island,4,Biden,501259,214186,263978,42.73,52.663
39,South Carolina,9,Trump,1992135,1142042,772944,57.328,38.8
40,South Dakota,3,Trump,367628,220488,131515,59.976,35.774
41,Tennessee,11,Trump,2772290,1660759,988007,59.906,35.639
42,Texas,40,Trump,9928778,5113193,4429015,51.499,44.608
43,Utah,6,Trump,1227748,833694,343169,67.904,27.951
44,Vermont,3,Biden,314409,111855,188733,35.576,60.028
45,Virginia,13,Trump,3587226,1725546,1722799,48.103,48.026
46,Washington,12,Biden,3309479,1353372,1825083,40.894,55.147
47,West Virginia,4,Trump,701687,494086,178455,70.414,25.432
48,Wisconsin,10,Biden,2577610,1227267,1255501,47.613,48.708
49,Wyoming,3,Trump,219037,176310,33558,80.493,15.321
50,District of Columbia,3,Biden,400103,30757,355514,7.687,88.856
0,Alabama,9,Trump,1998709,1166546,760029,58.365,38.026
1,Alaska,3,Trump,298306,162737,124666,54.554,41.791
2,Arizona,11,Trump,2846678,1434192,1304342,50.381,45.82
3,Arkansas,6,Trump,1087937,747915,294534,68.746,27.073
4,California,54,Biden,13620479,4602178,8479530,33.789,62.256
5,Colorado,10,Biden,2527915,1069756,1359959,42.318,53.798
6,Connecticut,7,Biden,1421639,610096,757122,42.915,53.257
7,Delaware,3,Biden,462415,193076,249881,41.754,54.038
8,Florida,30,Trump,7813346,4021029,3501402,51.464,44.813
9,Georgia,16,Trump,4217586,2205496,1840357,52.293,43.635
10,Hawaii,4,Biden,520533,197553,304042,37.952,58.41
11,Idaho,4,Trump,733459,488357,213439,66.583,29.1
12,Illinois,19,Biden,4885913,2042728,2628177,41.809,53.791
13,Indiana,11,Trump,2606425,1566502,939547,60.102,36.047
14,Iowa,6,Trump,1384528,818159,508909,59.093,36.757
15,Kansas,6,Trump,1269628,740510,473979,58.325,37.332
16,Kentucky,8,Trump,1855338,1228566,548744,66.218,29.576
17,Louisiana,8,Trump,1771557,992945,711360,56.049,40.155
18,Maine,4,Trump,684552,332185,323632,48.526,47.276
19,Maryland,10,Biden,2640815,861166,1675208,32.61,63.435
20,Massachusetts,11,Biden,2894516,915252,1855482,31.62,64.103
21,Michigan,15,Trump,4638412,2229718,2228195,48.071,48.038
22,Minnesota,10,Biden,2603553,1221198,1281406,46.905,49.218
23,Mississippi,6,Trump,1256979,716782,490172,57.024,38.996
24,Missouri,10,Trump,2823305,1560322,1158691,55.266,41.04
25,Montana,4,Trump,490162,298866,172063,60.973,35.103
26,Nebraska,5,Trump,745836,435147,278275,58.344,37.31
27,Nevada,6,Trump,1148220,585225,519078,50.968,45.207
28,New Hampshire,4,Biden,642366,300762,316007,46.821,49.194
29,New Jersey,14,Trump,3519654,1709983,1662352,48.584,47.231
30,New Mexico,5,Biden,820380,361982,427236,44.124,52.078
31,New York,28,Biden,7115910,3089833,3749627,43.421,52.694
32,North Carolina,16,Trump,3664986,1892933,1619761,51.649,44.196
33,North Dakota,3,Trump,334282,225219,96547,67.374,28.882
34,Ohio,17,Trump,4710972,2445797,2094386,51.917,44.458
35,Oklahoma,7,Trump,1548549,1012340,471994,65.373,30.48
36,Oregon,8,Biden,2063143,812581,1149492,39.386,55.716
37,Pennsylvania,19,Trump,5605554,2792832,2602200,49.823,46.422
38,Rhode Island,4,Biden,500184,214489,262479,42.882,52.476
39,South Carolina,9,Trump,1992441,1141355,773481,57.284,38.821
40,South Dakota,3,Trump,368002,220330,132187,59.872,35.92
41,Tennessee,11,Trump,2772294,1659014,989467,59.843,35.691
42,Texas,40,Trump,9929088,5117162,4426598,51.537,44.582
43,Utah,6,Trump,1227968,832292,344962,67.778,28.092
44,Vermont,3,Biden,314007,112047,188077,35.683,59.896
45,Virginia,13,Trump,3587939,1726127,1723125,48.109,48.025
46,Washington,12,Biden,3310147,1354032,1825623,40.905,55.152
47,West Virginia,4,Trump,701650,494125,178358,70.423,25.42
48,Wisconsin,10,Biden,2578370,1227967,1255289,47.626,48.685
49,Wyoming,3,Trump,218967,176489,33578,80.601,15.335
50,District of Columbia,3,Biden,399865,30750,355346,7.69,88.866
0,Alabama,9,Trump,1999265,1166441,760695,58.343,38.049
1,Alaska,3,Trump,298315,163057,124283,54.659,41.662
2,Arizona,11,Trump,2846649,1433591,1304827,50.361,45.837
3,Arkansas,6,Trump,1087397,747671,294074,68.758,27.044
4,California,54,Biden,13619031,4603316,8475870,33.801,62.235
5,Colorado,10,Biden,2528030,1068046,1361474,42.248,53.855
6,Connecticut,7,Biden,1421624,610250,756664,42.926,53.225
7,Delaware,3,Biden,462298,192868,250413,41.719,54.167
8,Florida,30,Trump,7813993,4021458,3501235,51.465,44.807
9,Georgia,16,Trump,4220072,2205255,1841201,52.256,43.63
10,Hawaii,4,Biden,520527,197556,304290,37.953,58.458
11,Idaho,4,Trump,733792,489342,213097,66.687,29.041
12,Illinois,19,Biden,4885640,2043201,2626803,41.821,53.766
13,Indiana,11,Trump,2607264,1568443,939138,60.157,36.02
14,Iowa,6,Trump,1385572,820025,508210,59.183,36.679
15,Kansas,6,Trump,1269207,741240,473535,58.402,37.31
16,Kentucky,8,Trump,1855855,1228193,549525,66.179,29.61
17,Louisiana,8,Trump,1772111,992153,712627,55.987,40.213
18,Maine,4,Trump,684584,332277,323406,48.537,47.241
19,Maryland,10,Biden,2639060,859637,1675270,32.574,63.48
20,Massachusetts,11,Biden,2893683,916733,1853149,31.68,64.041
21,Michigan,15,Trump,4636899,2228448,2228342,48.059,48.057
22,Minnesota,10,Biden,2604117,1220165,1282981,46.855,49.267
23,Mississippi,6,Trump,1256860,716255,489939,56.988,38.981
24,Missouri,10,Trump,2824860,1559907,1160934,55.221,41.097
25,Montana,4,Trump,490743,299050,172360,60.938,35.122
26,Nebraska,5,Trump,746506,434338,279725,58.183,37.471
27,Nevada,6,Trump,1148541,584594,520003,50.899,45.275
28,New Hampshire,4,Biden,642673,301643,315561,46.936,49.101
29,New Jersey,14,Trump,3521341,1709413,1664670,48.544,47.274
30,New Mexico,5,Biden,819807,362281,426066,44.191,51.972
31,New York,28,Biden,7116017,3086887,3752975,43.379,52.74
32,North Carolina,16,Trump,3665108,1893154,1619724,51.653,44.193
33,North Dakota,3,Trump,334571,225465,96396,67.389,28.812
34,Ohio,17,Trump,4710584,2446068,2093593,51.927,44.444
35,Oklahoma,7,Trump,1547613,1010808,472717,65.314,30.545
36,Oregon,8,Biden,2064542,812396,1151034,39.35,55.753
37,Pennsylvania,19,Trump,5606117,2792464,2602287,49.811,46.419
38,Rhode Island,4,Biden,500652,214092,263771,42.763,52.685
39,South Carolina,9,Trump,1991668,1141628,772648,57.32,38.794
40,South Dakota,3,Trump,367661,220225,132024,59.899,35.909
41,Tennessee,11,Trump,2770429,1659386,987845,59.896,35.657
42,Texas,40,Trump,9930186,5118236,4427806,51.542,44.589
43,Utah,6,Trump,1227492,832007,344230,67.781,28.043
44,Vermont,3,Biden,314501,111980,188622,35.606,59.975
45,Virginia,13,Biden,3588633,1724542,1725191,48.056,48.074
46,Washington,12,Biden,3312742,1354497,1826726,40.887,55.142
47,West Virginia,4,Trump,701521,493559,178854,70.356,25.495
48,Wisconsin,10,Biden,2578198,1226871,1256044,47.586,48.718
49,Wyoming,3,Trump,219062,176719,33403,80.671,15.248
50,District of Columbia,3,Biden,399437,30738,354800,7.695,88.825
0,Alabama,9,Trump,1998997,1152710,774539,57.664,38.746
1,Alaska,3,Trump,298069,161535,125755,54.194,42.19
2,Arizona,11,Trump,2847680,1416854,1323461,49.755,46.475
3,Arkansas,6,Trump,1087355,739456,303189,68.005,27.883
4,California,54,Biden,13620666,4547635,8540263,33.388,62.701
5,Colorado,10,Biden,2528429,1056341,1374786,41.779,54.373
6,Connecticut,7,Biden,1422001,604305,763852,42.497,53.717
7,Delaware,3,Biden,461883,190091,253073,41.156,54.792
8,Florida,30,Trump,7813594,3975708,3549811,50.882,45.431
9,Georgia,16,Trump,4217923,2179626,1867932,51.675,44.286
10,Hawaii,4,Biden,520215,195996,305803,37.676,58.784
11,Idaho,4,Trump,733634,482977,219631,65.834,29.937
12,Illinois,19,Biden,4886429,2017412,2657441,41.286,54.384
13,Indiana,11,Trump,2605970,1547986,958742,59.402,36.79
14,Iowa,6,Trump,1385273,810169,518312,58.484,37.416
15,Kansas,6,Trump,1269326,730585,484198,57.557,38.146
16,Kentucky,8,Trump,1855973,1213803,565069,65.4,30.446
17,Louisiana,8,Trump,1770712,980919,723350,55.397,40.851
18,Maine,4,Trump,684516,328488,327625,47.988,47.862
19,Maryland,10,Biden,2638468,848389,1686482,32.155,63.919
20,Massachusetts,11,Biden,2893764,904272,1866969,31.249,64.517
21,Michigan,15,Biden,4635689,2201162,2256726,47.483,48.682
22,Minnesota,10,Biden,2604676,1207461,1297088,46.357,49.798
23,Mississippi,6,Trump,1257565,708520,499071,56.341,39.686
24,Missouri,10,Trump,2825136,1543825,1178277,54.646,41.707
25,Montana,4,Trump,490722,295558,175814,60.229,35.828
26,Nebraska,5,Trump,747147,430274,284619,57.589,38.094
27,Nevada,6,Trump,1148430,577582,527118,50.293,45.899
28,New Hampshire,4,Biden,642716,297902,319775,46.35,49.754
29,New Jersey,14,Trump,3519125,1687628,1685479,47.956,47.895
30,New Mexico,5,Biden,820672,358088,431424,43.634,52.57
31,New York,28,Biden,7115290,3054057,3787993,42.922,53.237
32,North Carolina,16,Trump,3664793,1870994,1643607,51.053,44.849
33,North Dakota,3,Trump,334240,222520,99222,66.575,29.686
34,Ohio,17,Trump,4711008,2420720,2121334,51.384,45.029
35,Oklahoma,7,Trump,1548044,1000065,484125,64.602,31.273
36,Oregon,8,Biden,2063568,800056,1164200,38.771,56.417
37,Pennsylvania,19,Trump,5608099,2761524,2638059,49.242,47.04
38,Rhode Island,4,Biden,500656,210768,266762,42.098,53.282
39,South Carolina,9,Trump,1992587,1129288,786816,56.674,39.487
40,South Dakota,3,Trump,367741,216880,135412,58.976,36.823
41,Tennessee,11,Trump,2772225,1639031,1011559,59.123,36.489
42,Texas,40,Trump,9929372,5059016,4488971,50.95,45.209
43,Utah,6,Trump,1228795,823498,354735,67.017,28.869
44,Vermont,3,Biden,314257,109952,190573,34.988,60.642
45,Virginia,13,Biden,3585975,1703586,1744131,47.507,48.638
46,Washington,12,Biden,3310160,1338408,1842614,40.433,55.665
47,West Virginia,4,Trump,701796,487376,185621,69.447,26.449
48,Wisconsin,10,Biden,2579191,1213834,1270985,47.063,49.278
49,Wyoming,3,Trump,218944,174795,35367,79.835,16.153
50,District of Columbia,3,Biden,400109,30173,356027,7.541,88.983
0,Alabama,9,Trump,1998807,1153274,773980,57.698,38.722
1,Alaska,3,Trump,297913,161353,125751,54.161,42.211
2,Arizona,11,Trump,2846743,1417709,1322183,49.801,46.445
3,Arkansas,6,Trump,1087294,738306,304054,67.903,27.964
4,California,54,Biden,13619666,4544657,8540635,33.368,62.708
5,Colorado,10,Biden,2528408,1056404,1374543,41.781,54.364
6,Connecticut,7,Biden,1421735,604183,763807,42.496,53.724
7,Delaware,3,Biden,461979,190538,252428,41.244,54.641
8,Florida,30,Trump,7815031,3976119,3550279,50.878,45.429
9,Georgia,16,Trump,4219886,2179088,1870501,51.639,44.326
10,Hawaii,4,Biden,520599,195761,306307,37.603,58.837
11,Idaho,4,Trump,733312,482118,220039,65.745,30.006
12,Illinois,19,Biden,4885889,2016711,2656569,41.276,54.372
13,Indiana,11,Trump,2607630,1550220,958053,59.449,36.74
14,Iowa,6,Trump,1384204,809198,518537,58.459,37.461
15,Kansas,6,Trump,1268867,731013,483856,57.611,38.133
16,Kentucky,8,Trump,1856064,1213069,565750,65.357,30.481
17,Louisiana,8,Trump,1771976,981764,723611,55.405,40.836
18,Maine,4,Biden,684784,327904,328516,47.884,47.974
19,Maryland,10,Biden,2640392,850529,1686378,32.212,63.868
20,Massachusetts,11,Biden,2893196,904019,1866602,31.246,64.517
21,Michigan,15,Biden,4637131,2202608,2256555,47.499,48.663
22,Minnesota,10,Biden,2602557,1206959,1295804,46.376,49.79
23,Mississippi,6,Trump,1256232,708244,498606,56.378,39.691
24,Missouri,10,Trump,2826339,1546247,1177374,54.708,41.657
25,Montana,4,Trump,490007,295927,174921,60.392,35.698
26,Nebraska,5,Trump,746450,429092,285315,57.484,38.223
27,Nevada,6,Trump,1148152,578392,525962,50.376,45.809
28,New Hampshire,4,Biden,642786,297924,319770,46.349,49.748
29,New Jersey,14,Biden,3520394,1686085,1687795,47.895,47.943
30,New Mexico,5,Biden,820848,357571,431951,43.561,52.623
31,New York,28,Biden,7115182,3053041,3789056,42.909,53.253
32,North Carolina,16,Trump,3663903,1870337,1644060,51.048,44.872
33,North Dakota,3,Trump,334813,222467,99798,66.445,29.807
34,Ohio,17,Trump,4710005,2420377,2121047,51.388,45.033
35,Oklahoma,7,Trump,1548204,1000266,484330,64.608,31.283
36,Oregon,8,Biden,2064863,800973,1164163,38.791,56.38
37,Pennsylvania,19,Trump,5606629,2760082,2636522,49.229,47.025
38,Rhode Island,4,Biden,500521,210906,266583,42.137,53.261
39,South Carolina,9,Trump,1993603,1129737,787269,56.668,39.49
40,South Dakota,3,Trump,367973,217622,135227,59.141,36.749
41,Tennessee,11,Trump,2774278,1639966,1012875,59.113,36.509
42,Texas,40,Trump,9926484,5053888,4490829,50.913,45.241
43,Utah,6,Trump,1227863,822246,355305,66.966,28.937
44,Vermont,3,Biden,313987,110267,189923,35.118,60.488
45,Virginia,13,Biden,3588399,1703549,1746978,47.474,48.684
46,Washington,12,Biden,3310756,1337059,1843756,40.385,55.69
47,West Virginia,4,Trump,701444,487664,185155,69.523,26.396
48,Wisconsin,10,Biden,2579344,1214951,1270106,47.103,49.241
49,Wyoming,3,Trump,219047,174524,35744,79.674,16.318
50,District of Columbia,3,Biden,400158,30727,355632,7.679,88.873
0,Alabama,9,Trump,1998196,1152624,773893,57.683,38.73
1,Alaska,3,Trump,298441,161831,125813,54.225,42.157
2,Arizona,11,Trump,2846482,1416577,1322542,49.766,46.462
3,Arkansas,6,Trump,1087972,738595,304555,67.887,27.993
4,California,54,Biden,13619710,4545061,8540830,33.371,62.709
5,Colorado,10,Biden,2529645,1056651,1375686,41.771,54.383
6,Connecticut,7,Biden,1422406,603577,764913,42.434,53.776
7,Delaware,3,Biden,462778,190343,253334,41.131,54.742
8,Florida,30,Trump,7812008,3978027,3545279,50.922,45.382
9,Georgia,16,Trump,4220086,2178932,1870319,51.632,44.319
10,Hawaii,4,Biden,520580,196052,305976,37.66,58.776
11,Idaho,4,Trump,732453,481760,219511,65.774,29.969
12,Illinois,19,Biden,4886072,2016859,2655956,41.278,54.358
13,Indiana,11,Trump,2606722,1548284,959794,59.396,36.82
14,Iowa,6,Trump,1385174,808917,519422,58.398,37.499
15,Kansas,6,Trump,1269071,731482,483433,57.639,38.093
16,Kentucky,8,Trump,1856050,1214495,564767,65.434,30.428
17,Louisiana,8,Trump,1772584,981810,724143,55.389,40.852
18,Maine,4,Trump,684911,328675,327800,47.988,47.86
19,Maryland,10,Biden,2640137,849630,1687083,32.181,63.901
20,Massachusetts,11,Biden,2893687,903385,1868164,31.219,64.56
21,Michigan,15,Biden,4635781,2205268,2252516,47.571,48.59
22,Minnesota,10,Biden,2603446,1208130,1295344,46.405,49.755
23,Mississippi,6,Trump,1256956,707986,498647,56.325,39.671
24,Missouri,10,Trump,2825500,1544126,1178145,54.65,41.697
25,Montana,4,Trump,490549,296454,174740,60.433,35.621
26,Nebraska,5,Trump,745323,428947,284361,57.552,38.153
27,Nevada,6,Trump,1148667,579078,526225,50.413,45.812
28,New Hampshire,4,Biden,642806,297483,320012,46.279,49.784
29,New Jersey,14,Biden,3519167,1686128,1687275,47.913,47.945
30,New Mexico,5,Biden,820397,357135,432189,43.532,52.68
31,New York,28,Biden,7114601,3054103,3786694,42.927,53.224
32,North Carolina,16,Trump,3665342,1870119,1645506,51.022,44.894
33,North Dakota,3,Trump,334001,222717,98782,66.682,29.575
34,Ohio,17,Trump,4708951,2420275,2119359,51.397,45.007
35,Oklahoma,7,Trump,1548106,998505,486235,64.498,31.408
36,Oregon,8,Biden,2064972,801138,1164875,38.797,56.411
37,Pennsylvania,19,Trump,5606135,2762538,2634841,49.277,46.999
38,Rhode Island,4,Biden,500096,210261,267173,42.044,53.424
39,South Carolina,9,Trump,1991549,1127548,787117,56.617,39.523
40,South Dakota,3,Trump,368048,217850,134947,59.191,36.666
41,Tennessee,11,Trump,2771386,1637761,1012119,59.095,36.52
42,Texas,40,Trump,9928153,5055376,4491743,50.92,45.242
43,Utah,6,Trump,1228605,823478,354474,67.025,28.852
44,Vermont,3,Biden,314213,110492,190040,35.165,60.481
45,Virginia,13,Biden,3587647,1704502,1745605,47.51,48.656
46,Washington,12,Biden,3311516,1337456,1843917,40.388,55.682
47,West Virginia,4,Trump,701626,486704,186168,69.368,26.534
48,Wisconsin,10,Biden,2579639,1216648,1269106,47.163,49.197
49,Wyoming,3,Trump,219086,174417,35901,79.611,16.387
50,District of Columbia,3,Biden,399799,30531,355513,7.637,88.923
0,Alabama,9,Trump,1998312,1154144,772376,57.756,38.651
1,Alaska,3,Trump,298281,161769,125650,54.234,42.125
2,Arizona,11,Trump,2848060,1419307,1321933,49.834,46.415
3,Arkansas,6,Trump,1087724,738199,304191,67.866,27.966
4,California,54,Biden,13619063,4548450,8535434,33.398,62.673
5,Colorado,10,Biden,2528167,1056969,1374251,41.808,54.358
6,Connecticut,7,Biden,1422895,604003,764878,42.449,53.755
7,Delaware,3,Biden,462097,190228,252924,41.166,54.734
8,Florida,30,Trump,7813055,3978074,3547285,50.916,45.402
9,Georgia,16,Trump,4216852,2175546,1870540,51.592,44.359
10,Hawaii,4,Biden,520446,196020,305729,37.664,58.744
11,Idaho,4,Trump,733456,482535,219678,65.789,29.951
12,Illinois,19,Biden,4886385,2019995,2654184,41.339,54.318
13,Indiana,11,Trump,2606403,1548165,959782,59.399,36.824
14,Iowa,6,Trump,1385136,808856,519620,58.395,37.514
15,Kansas,6,Trump,1268782,730638,483755,57.586,38.128
16,Kentucky,8,Trump,1855747,1213135,565711,65.372,30.484
17,Louisiana,8,Trump,1772018,980890,724308,55.354,40.875
18,Maine,4,Trump,684327,328080,327774,47.942,47.897
19,Maryland,10,Biden,2639991,850041,1686761,32.199,63.893
20,Massachusetts,11,Biden,2893198,904031,1866601,31.247,64.517
21,Michigan,15,Biden,4636675,2202187,2256968,47.495,48.676
22,Minnesota,10,Biden,2603081,1208782,1294157,46.437,49.716
23,Mississippi,6,Trump,1257619,708221,499454,56.314,39.714
24,Missouri,10,Trump,2824058,1544173,1176776,54.679,41.67
25,Montana,4,Trump,490891,295686,175887,60.235,35.83
26,Nebraska,5,Trump,745894,429832,284259,57.626,38.11
27,Nevada,6,Trump,1147373,579079,524530,50.47,45.716
28,New Hampshire,4,Biden,642593,297394,319839,46.28,49.773
29,New Jersey,14,Biden,3520390,1686932,1687236,47.919,47.928
30,New Mexico,5,Biden,821187,357472,432474,43.531,52.664
31,New York,28,Biden,7114819,3057368,3784287,42.972,53.189
32,North Carolina,16,Trump,3664671,1871068,1643299,51.057,44.842
33,North Dakota,3,Trump,334189,222508,99084,66.581,29.649
34,Ohio,17,Trump,4710756,2420854,2121448,51.39,45.034
35,Oklahoma,7,Trump,1548718,999085,485989,64.51,31.38
36,Oregon,8,Biden,2064257,801066,1163872,38.807,56.382
37,Pennsylvania,19,Trump,5605748,2763199,2634331,49.292,46.993
38,Rhode Island,4,Biden,500188,210981,266661,42.18,53.312
39,South Carolina,9,Trump,1992659,1130163,785692,56.716,39.429
40,South Dakota,3,Trump,367960,217539,135063,59.12,36.706
41,Tennessee,11,Trump,2773445,1639269,1012858,59.106,36.52
42,Texas,40,Trump,9927552,5057418,4489730,50.943,45.225
43,Utah,6,Trump,1227389,822444,354460,67.008,28.879
44,Vermont,3,Biden,314349,110700,189811,35.216,60.382
45,Virginia,13,Biden,3587834,1705290,1745078,47.53,48.639
46,Washington,12,Biden,3311649,1337954,1843843,40.401,55.677
47,West Virginia,4,Trump,701483,487665,185170,69.519,26.397
48,Wisconsin,10,Biden,2578246,1214605,1269787,47.11,49.25
49,Wyoming,3,Trump,218929,174136,35957,79.54,16.424
50,District of Columbia,3,Biden,400057,30775,355529,7.693,88.87
0,Alabama,9,Trump,1998535,1154044,772709,57.744,38.664
1,Alaska,3,Trump,298163,161168,126368,54.054,42.382
2,Arizona,11,Trump,2847106,1416898,1323237,49.766,46.477
3,Arkansas,6,Trump,1087241,738249,304010,67.901,27.962
4,California,54,Biden,13620806,4548721,8537715,33.395,62.681
5,Colorado,10,Biden,2529151,1056097,1375765,41.757,54.396
6,Connecticut,7,Biden,1422075,602844,764872,42.392,53.786
7,Delaware,3,Biden,462076,190825,252323,41.297,54.606
8,Florida,30,Trump,7814405,3975529,3550022,50.874,45.429
9,Georgia,16,Trump,4218603,2176796,1871038,51.6,44.352
10,Hawaii,4,Biden,520572,195098,306949,37.478,58.964
11,Idaho,4,Trump,733053,482299,219601,65.793,29.957
12,Illinois,19,Biden,4885283,2015134,2657363,41.249,54.395
13,Indiana,11,Trump,2605712,1548651,957829,59.433,36.759
14,Iowa,6,Trump,1384893,809060,519259,58.42,37.495
15,Kansas,6,Trump,1269435,730484,484124,57.544,38.137
16,Kentucky,8,Trump,1855661,1213037,565158,65.37,30.456
17,Louisiana,8,Trump,1771569,980628,724087,55.354,40.873
18,Maine,4,Biden,684512,327539,328320,47.85,47.964
19,Maryland,10,Biden,2639290,848775,1687130,32.159,63.924
20,Massachusetts,11,Biden,2895001,905233,1867205,31.269,64.498
21,Michigan,15,Biden,4635699,2204011,2253869,47.544,48.62
22,Minnesota,10,Biden,2602316,1205899,1295780,46.339,49.793
23,Mississippi,6,Trump,1256834,706918,499812,56.246,39.768
24,Missouri,10,Trump,2824709,1543564,1177875,54.645,41.699
25,Montana,4,Trump,490503,295995,175056,60.345,35.689
26,Nebraska,5,Trump,746296,429895,284573,57.604,38.131
27,Nevada,6,Trump,1148256,577769,526369,50.317,45.841
28,New Hampshire,4,Biden,643079,297676,320159,46.289,49.785
29,New Jersey,14,Biden,3520823,1687268,1687547,47.923,47.93
30,New Mexico,5,Biden,820349,357020,432053,43.521,52.667
31,New York,28,Biden,7116385,3051840,3791589,42.885,53.28
32,North Carolina,16,Trump,3665030,1870312,1644782,51.031,44.878
33,North Dakota,3,Trump,334280,222123,99698,66.448,29.825
34,Ohio,17,Trump,4712448,2421471,2122308,51.385,45.036
35,Oklahoma,7,Trump,1547651,998176,485873,64.496,31.394
36,Oregon,8,Biden,2064761,800454,1164779,38.767,56.412
37,Pennsylvania,19,Trump,5605736,2760332,2636738,49.241,47.036
38,Rhode Island,4,Biden,500655,211550,266331,42.255,53.197
39,South Carolina,9,Trump,1991064,1128149,786792,56.661,39.516
40,South Dakota,3,Trump,367695,217341,134839,59.109,36.671
41,Tennessee,11,Trump,2772515,1639082,1011363,59.119,36.478
42,Texas,40,Trump,9929798,5055901,4492440,50.916,45.242
43,Utah,6,Trump,1229068,823387,354990,66.993,28.883
44,Vermont,3,Biden,314434,110663,189968,35.194,60.416
45,Virginia,13,Biden,3588284,1704270,1746695,47.495,48.678
46,Washington,12,Biden,3309629,1338712,1840702,40.449,55.617
47,West Virginia,4,Trump,701570,487896,184978,69.543,26.366
48,Wisconsin,10,Biden,2578291,1213387,1270983,47.062,49.296
49,Wyoming,3,Trump,219191,174618,35767,79.665,16.318
50,District of Columbia,3,Biden,399442,30773,354922,7.704,88.854
0,Alabama,9,Trump,1999156,1154595,772604,57.754,38.647
1,Alaska,3,Trump,298143,160362,126980,53.787,42.59
2,Arizona,11,Trump,2846421,1416351,1322804,49.759,46.473
3,Arkansas,6,Trump,1087152,738025,303724,67.886,27.938
4,California,54,Biden,13619715,4543234,8543517,33.358,62.729
5,Colorado,10,Biden,2529100,1055802,1376286,41.746,54.418
6,Connecticut,7,Biden,1421424,602864,764598,42.413,53.791
7,Delaware,3,Biden,462021,190369,252686,41.204,54.691
8,Florida,30,Trump,7812696,3977060,3547828,50.905,45.411
9,Georgia,16,Trump,4216992,2176157,1870161,51.604,44.348
10,Hawaii,4,Biden,520928,196354,305881,37.693,58.718
11,Idaho,4,Trump,733255,482387,219942,65.787,29.995
12,Illinois,19,Biden,4884973,2016082,2656837,41.271,54.388
13,Indiana,11,Trump,2606710,1547756,960169,59.376,36.835
14,Iowa,6,Trump,1384563,808779,518878,58.414,37.476
15,Kansas,6,Trump,1269641,731227,483844,57.593,38.109
16,Kentucky,8,Trump,1855699,1213255,565432,65.38,30.47
17,Louisiana,8,Trump,1770628,981086,723099,55.409,40.839
18,Maine,4,Trump,683945,327962,327599,47.952,47.898
19,Maryland,10,Biden,2639851,850212,1685691,32.207,63.856
20,Massachusetts,11,Biden,2892293,903809,1866001,31.249,64.516
21,Michigan,15,Biden,4635962,2203260,2254630,47.525,48.633
22,Minnesota,10,Biden,2602258,1206842,1295207,46.377,49.772
23,Mississippi,6,Trump,1256767,706896,500176,56.247,39.799
24,Missouri,10,Trump,2824844,1543940,1178003,54.656,41.702
25,Montana,4,Trump,490198,295668,175131,60.316,35.727
26,Nebraska,5,Trump,746417,429363,284789,57.523,38.154
27,Nevada,6,Trump,1147700,579212,524634,50.467,45.712
28,New Hampshire,4,Biden,643266,298158,319745,46.351,49.706
29,New Jersey,14,Biden,3521133,1687537,1687959,47.926,47.938
30,New Mexico,5,Biden,820234,358239,430896,43.675,52.533
31,New York,28,Biden,7114293,3054453,3786367,42.934,53.222
32,North Carolina,16,Trump,3665336,1868741,1646571,50.984,44.923
33,North Dakota,3,Trump,334703,222756,99342,66.553,29.681
34,Ohio,17,Trump,4710738,2419282,2122739,51.357,45.062
35,Oklahoma,7,Trump,1547936,999246,485267,64.553,31.349
36,Oregon,8,Biden,2062995,800217,1163306,38.789,56.389
37,Pennsylvania,19,Trump,5605093,2761799,2635544,49.273,47.021
38,Rhode Island,4,Biden,500334,210892,266666,42.15,53.298
39,South Carolina,9,Trump,1992464,1129536,787014,56.69,39.5
40,South Dakota,3,Trump,367495,217228,135114,59.11,36.766
41,Tennessee,11,Trump,2773338,1640764,1010852,59.162,36.449
42,Texas,40,Trump,9928805,5059721,4488165,50.96,45.203
43,Utah,6,Trump,1229785,824218,355454,67.021,28.904
44,Vermont,3,Biden,313814,110425,189531,35.188,60.396
45,Virginia,13,Biden,3588725,1704179,1746503,47.487,48.666
46,Washington,12,Biden,3310756,1338048,1843373,40.415,55.678
47,West Virginia,4,Trump,701164,486313,185794,69.358,26.498
48,Wisconsin,10,Biden,2579913,1214393,1270973,47.071,49.264
49,Wyoming,3,Trump,219041,174409,35899,79.624,16.389
50,District of Columbia,3,Biden,399886,30524,355488,7.633,88.897
0,Alabama,9,Trump,1998130,1155071,771453,57.808,38.609
1,Alaska,3,Trump,298262,161603,125997,54.182,42.244
2,Arizona,11,Trump,2846740,1415956,1323599,49.74,46.495
3,Arkansas,6,Trump,1087044,737692,304264,67.862,27.99
4,California,54,Biden,13616579,4544174,8538197,33.372,62.704
5,Colorado,10,Biden,2528652,1057917,1373684,41.837,54.325
6,Connecticut,7,Biden,1421564,602609,765028,42.391,53.816
7,Delaware,3,Biden,462905,190189,253693,41.086,54.805
8,Florida,30,Trump,7814815,3978459,3548997,50.909,45.414
9,Georgia,16,Trump,4219736,2178390,1869791,51.624,44.311
